,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
INT US,04/Aug/2010,03/Nov/2010,30/Sep/2010,04/Aug/2010,1516.3913,12.0660813,Industrial Goods & Services,Industrial Transportation,0.04332129963898912,0.07490974729241873,1.1545991872922052,1.1694213136424487,0.02250597344224646
INT US,03/Nov/2010,25/Feb/2011,31/Dec/2010,03/Nov/2010,2028.2023,17.24979579,Industrial Goods & Services,Industrial Transportation,-0.010647359454855398,-0.0076660988074958025,1.0361765668632024,1.0741015190811412,0.018938546536678168
INTC US,15/Jan/2010,14/Apr/2010,31/Mar/2010,15/Jan/2010,118612.56,683.2214863,Technology,Technology Hardware & Equipment,0.065359477124183,0.09803921568627438,1.4898099999999999,1.0504695229593035,0.014073532326394186
INTC US,14/Apr/2010,14/Jul/2010,30/Jun/2010,14/Apr/2010,125780.9276,868.2447561,Technology,Technology Hardware & Equipment,0.06910336950314111,0.09137635636778985,1.3810644909979708,1.1057848473201999,0.010284691329121265
INTC US,14/Jul/2010,13/Oct/2010,30/Sep/2010,14/Jul/2010,116899.64,1055.179829,Technology,Technology Hardware & Equipment,0.06569343065693434,0.07820646506777895,1.1494403733275003,1.0348832783557471,0.01903211649535091
INTC US,13/Oct/2010,14/Jan/2011,31/Dec/2010,13/Oct/2010,110079.36,903.3366407999999,Technology,Technology Hardware & Equipment,0.033600000000000074,0.03839999999999999,0.8959637188208617,1.070669308419865,0.012560155548030623
INTU US,19/Feb/2010,21/May/2010,31/Mar/2010,19/Feb/2010,9604.1903,66.11110673,Technology,Software & Computer Services,0.019138755980861344,0.03349282296650724,1.3753514526710404,1.0310051107325384,0.011211118331394999
INTU US,21/May/2010,20/Aug/2010,30/Jun/2010,21/May/2010,10594.7593,102.02646779999999,Technology,Software & Computer Services,0.008497316636851604,0.016547406082289884,1.329991883116883,0.9881297488633242,0.021979001797023712
INTU US,20/Aug/2010,19/Nov/2010,30/Sep/2010,20/Aug/2010,12178.3163,88.20504303,Technology,Software & Computer Services,0.023394300297745696,0.035304125903870665,1.3196388604377678,1.185845287032512,0.013016476610309963
INTU US,19/Nov/2010,18/Feb/2011,31/Dec/2010,19/Nov/2010,15305.2166,100.1823328,Technology,Software & Computer Services,0.003980891719745028,0.014729299363057224,1.531914893617021,0.9799330315034898,0.01109590190022354
INVA US,22/Apr/2010,23/Jul/2010,30/Jun/2010,22/Apr/2010,1311.9304,4.866284724,Health Care,Pharmaceuticals & Biotechnology,0.11033099297893689,0.11133400200601784,0.845124078755296,1.249610313013439,0.024585474826133817
INVA US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,989.1638,4.3758686110000005,Health Care,Pharmaceuticals & Biotechnology,-0.0016299918500407573,0.005704971475142484,0.9283396314117739,1.0347711594095395,0.02817587350181027
INVA US,22/Oct/2010,16/Feb/2011,31/Dec/2010,22/Oct/2010,1619.779,7.3728114410000005,Health Care,Pharmaceuticals & Biotechnology,-0.2082644628099174,-0.21322314049586766,1.163171530968738,1.1955792872221531,0.02105153348408148
IO US,18/Feb/2010,06/May/2010,31/Mar/2010,18/Feb/2010,607.6372,5.786518851,Oil & Gas,"Oil Equipment, Services & Distribution",-0.05607476635514019,-0.12990654205607488,5.142857142857142,0.7761437908496732,0.037285600300091204
IO US,06/May/2010,05/Aug/2010,30/Jun/2010,06/May/2010,671.8194,8.80999141,Oil & Gas,"Oil Equipment, Services & Distribution",-0.0015762925598991062,-0.018600252206809498,1.6025641025641026,1.168,0.0407973128228636
IO US,05/Aug/2010,04/Nov/2010,30/Sep/2010,05/Aug/2010,715.7146,4.792355041,Oil & Gas,"Oil Equipment, Services & Distribution",0.018161805173362744,0.11585030269675278,1.4867924528301888,1.1218274111675126,0.04504942669059324
IO US,04/Nov/2010,17/Feb/2011,31/Dec/2010,04/Nov/2010,778.4646,4.268966853,Oil & Gas,"Oil Equipment, Services & Distribution",0.002172024326672517,0.06624674196350999,1.1206496519721578,1.2546583850931676,0.031096793321125943
IOC US,02/Mar/2010,13/May/2010,31/Mar/2010,02/Mar/2010,2875.263,70.48988318,Oil & Gas,Oil & Gas Producers,-0.05882352941176472,-0.16764705882352937,2.7247706422018347,0.9690847872666054,0.043547871401444116
IOC US,13/May/2010,17/Aug/2010,30/Jun/2010,13/May/2010,2743.8557,58.07199566,Oil & Gas,Oil & Gas Producers,0.37391304347826093,0.29130434782608683,2.0957627118644067,0.8219436581749562,0.030535980509047246
IOC US,17/Aug/2010,16/Nov/2010,30/Sep/2010,17/Aug/2010,2927.2877,26.70189027,Oil & Gas,Oil & Gas Producers,0.0390625,0.04296875,1.6579357655129405,1.2518337408312958,0.026141903058727878
IOC US,16/Nov/2010,22/Mar/2011,31/Dec/2010,16/Nov/2010,3713.5817,36.46489712,Oil & Gas,Oil & Gas Producers,-0.028673835125447855,0.7777777777777779,1.355232558139535,1.0723580723580721,0.019665068226206173
IONS US,01/Mar/2010,06/May/2010,31/Mar/2010,01/Mar/2010,894.2833,15.32787102,Health Care,Pharmaceuticals & Biotechnology,0.32352941176470584,0.8588235294117645,0.9530477759472817,0.7856525496974935,0.04212787397967134
IONS US,06/May/2010,09/Aug/2010,30/Jun/2010,06/May/2010,949.0331,10.99103421,Health Care,Pharmaceuticals & Biotechnology,-0.05499999999999983,-0.1299999999999999,0.7180645161290323,0.8607367475292003,0.02142306168443902
IONS US,09/Aug/2010,05/Nov/2010,30/Sep/2010,09/Aug/2010,879.6991,7.6277762000000005,Health Care,Pharmaceuticals & Biotechnology,0.20109689213893955,0.23948811700182793,0.5860113421550095,0.9537634408602149,0.024548831837103317
IONS US,05/Nov/2010,01/Mar/2011,31/Dec/2010,05/Nov/2010,938.2135,6.4848831129999995,Health Care,Pharmaceuticals & Biotechnology,-0.041009463722397554,-0.04889589905362779,0.5994108983799706,1.2162162162162162,0.02153233656985971
IP US,03/Feb/2010,29/Apr/2010,31/Mar/2010,03/Feb/2010,9818.2588,82.83440489,Basic Resources,Forestry & Paper,-0.013157894736842146,0.03289473684210531,3.5613718411552346,0.8464267612772427,0.021819132540525484
IP US,29/Apr/2010,28/Jul/2010,30/Jun/2010,29/Apr/2010,12220.7789,140.8903135,Basic Resources,Forestry & Paper,0.004190675746464034,0.07647983237297029,1.9391870700650258,1.113320861928611,0.019602870813533676
IP US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,10530.6427,143.86430430000001,Basic Resources,Forestry & Paper,0.01197092774690045,0.052586575459597995,1.3232112782391543,0.9808860238650392,0.03210477163540727
IP US,27/Oct/2010,03/Feb/2011,31/Dec/2010,27/Oct/2010,10899.3957,120.70309309999999,Basic Resources,Forestry & Paper,0.027496967246259496,0.07602102709260006,0.9515031395797524,1.1424603832943157,0.023850171568391858
IPCM US,27/Apr/2010,29/Jul/2011,30/Jun/2010,27/Apr/2010,547.6612,3.230289193,Health Care,Health Care Equipment & Services,-0.0006729475100941684,0.012786002691789866,1.9173913043478263,0.8358843537414965,0.018191766627358764
IPG US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,4648.5105,40.578914000000005,Media,Media,0.022443890274314038,0.05985037406483773,1.343349952836545,1.1189688032901997,0.02415405311025398
IPG US,29/Jul/2010,29/Oct/2010,30/Sep/2010,29/Jul/2010,4394.0657,38.74233578,Media,Media,0.006564551422319376,0.10503282275711157,1.4452876891462731,1.1925581245051944,0.02760242677484786
IPG US,29/Oct/2010,25/Feb/2011,31/Dec/2010,29/Oct/2010,5058.4115,47.40978549,Media,Media,0.0036429872495449267,0.05100182149362498,1.7198479747175344,1.021726337028452,0.021666071580108828
IPGP US,01/Nov/2010,25/Feb/2011,31/Dec/2010,01/Nov/2010,1125.2358,3.699097703,Industrial Goods & Services,Electronic & Electrical Equipment,0.08149568552253106,0.1754554170661553,1.741001154370868,0.9665862969660437,0.027037379006798323
IPHS US,04/May/2010,03/Nov/2010,30/Jun/2010,04/May/2010,629.2898,3.3886734080000003,Chemicals,Chemicals,0.03850931677018643,0.12463768115942031,1.5433898633877743,1.0098811267578398,0.01808365768010354
IPHS US,03/Nov/2010,03/May/2011,31/Dec/2010,03/Nov/2010,806.8613,3.148384235,Chemicals,Chemicals,-0.013732072017088814,-0.021055843759536064,1.6206438059274821,1.0041636926005233,0.018013347725009808
IPI US,01/Mar/2010,05/May/2010,31/Mar/2010,01/Mar/2010,2139.1651,34.32178366,Basic Resources,Industrial Metals & Mining,-0.01754385964912264,-0.014912280701754321,1.3427835051546393,1.0579654510556622,0.02982677341753854
IPI US,05/May/2010,05/Aug/2010,30/Jun/2010,05/May/2010,1914.1965,26.02241843,Basic Resources,Industrial Metals & Mining,-0.0017271157167529916,-0.031951640759930844,1.143841822663802,0.884614054143807,0.02010074416228161
IPI US,05/Aug/2010,04/Nov/2010,30/Sep/2010,05/Aug/2010,1863.0152,12.61834922,Basic Resources,Industrial Metals & Mining,-0.0869971936389149,-0.024321796071094526,0.7693490252304996,1.2727776282276935,0.023677239181944847
IPI US,04/Nov/2010,24/Feb/2011,31/Dec/2010,04/Nov/2010,2493.3367,26.34844803,Basic Resources,Industrial Metals & Mining,0.012749003984063867,0.08844621513944229,0.9318612996868499,1.2920918367346939,0.030175981104228197
IQNT US,16/Feb/2010,09/Nov/2010,31/Mar/2010,16/Feb/2010,550.5457,15.95441622,Technology,Technology Hardware & Equipment,-0.04195804195804187,-0.04895104895104885,1.0325693606755129,0.8294392523364486,0.025341466844527257
IQNT US,09/Nov/2010,10/May/2011,31/Dec/2010,09/Nov/2010,519.3044,4.105601313,Technology,Technology Hardware & Equipment,0.011177987962166736,0.06706792777300064,0.532135586024566,1.2298096101541252,0.025004045934072208
IR US,12/Feb/2010,23/Apr/2010,31/Mar/2010,12/Feb/2010,10005.0603,65.15543885,Industrial Goods & Services,Industrial Engineering,-0.012875536480686844,-0.025751072961373467,2.138422818791946,0.8528834837191055,0.018804693866626525
IR US,23/Apr/2010,23/Jul/2010,30/Jun/2010,23/Apr/2010,11911.7709,81.71762064,Industrial Goods & Services,Industrial Engineering,-0.0016729401923881726,0.04893350062735258,1.726824410178921,1.0262790503426578,0.01331092012330395
IR US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,12003.7668,110.7579473,Industrial Goods & Services,Industrial Engineering,0.004204892966360729,0.041284403669724634,1.4411227036450247,0.9554183687351319,0.018757886879679508
IR US,22/Oct/2010,09/Feb/2011,31/Dec/2010,22/Oct/2010,12702.9277,61.39713879999999,Industrial Goods & Services,Industrial Engineering,0.0010493179433368471,0.04477089891570474,1.070291381353981,1.094576614188285,0.013448471302619457
IRDM US,10/Aug/2010,11/May/2011,30/Sep/2010,10/Aug/2010,722.1803,5.669425331,Telecommunications,Mobile Telecommunications,-0.4298941798941798,-0.3902116402116401,1.0949948927477018,0.917910447761194,0.02401706060732757
IRF US,03/Feb/2010,30/Apr/2010,31/Mar/2010,03/Feb/2010,1419.8079,5.959004295,Technology,Technology Hardware & Equipment,1.7407407407407405,1.9629629629629628,1.5699077359829667,0.9349005424954792,0.02301264292519985
IRF US,30/Apr/2010,27/Aug/2010,30/Jun/2010,30/Apr/2010,1783.9298,8.607792313,Technology,Technology Hardware & Equipment,0.041916167664670656,0.13173652694610793,1.2953514739229026,1.0074398249452954,0.018604136817276587
IRF US,27/Aug/2010,05/Nov/2010,30/Sep/2010,27/Aug/2010,1343.9012,6.90750765,Technology,Technology Hardware & Equipment,0.07846039970392282,0.09178386380458936,1.0756526371870005,0.9227340267459138,0.019336340500847423
IRF US,05/Nov/2010,01/Feb/2011,31/Dec/2010,05/Nov/2010,1749.6736,7.14681228,Technology,Technology Hardware & Equipment,0.13980582524271834,0.19741100323624616,1.1627155172413792,1.2743280815569973,0.01702889325892075
ISCA US,08/Apr/2010,08/Jul/2010,30/Jun/2010,08/Apr/2010,1249.2063,3.3560172269999997,Travel & Leisure,Travel & Leisure,-0.001734104046242857,-0.02254335260115614,1.3937263297453257,0.9390682261208577,0.011351846212111357
ISCA US,08/Jul/2010,07/Oct/2010,30/Sep/2010,08/Jul/2010,1219.5064,3.226460395,Travel & Leisure,Travel & Leisure,-0.012798138452588814,-0.07446189645142531,1.080701959007532,0.9748867829761445,0.01791051431881192
ISCA US,07/Oct/2010,27/Jan/2011,31/Dec/2010,07/Oct/2010,1146.2897,3.272158787,Travel & Leisure,Travel & Leisure,-0.0006238303181537175,0.017467248908296762,0.9246215415304849,0.990041900686458,0.014412437177675604
ISIL US,28/Jan/2010,22/Apr/2010,31/Mar/2010,28/Jan/2010,1745.8089,20.03703545,Technology,Technology Hardware & Equipment,0.11111111111111094,0.09259259259259256,1.6534580838323354,0.9424993888692724,0.014866751733847286
ISIL US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,2060.513,29.91833628,Technology,Technology Hardware & Equipment,0.020785219399537924,0.06928406466512693,1.3177803910717578,1.0566234175277125,0.018352506427751627
ISIL US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,1588.2463,29.92159898,Technology,Technology Hardware & Equipment,-0.09322602280348757,-0.12273641851106631,1.005468508760571,0.9195577658457331,0.02083873719452198
ISIL US,21/Oct/2010,03/Feb/2011,31/Dec/2010,21/Oct/2010,1467.3192,20.90907457,Technology,Technology Hardware & Equipment,-0.088307440719542,-0.0400654129190513,0.8668624127214756,1.0865992341089241,0.025167160092799998
ISRG US,22/Jan/2010,16/Apr/2010,31/Mar/2010,22/Jan/2010,11629.0511,87.04049499999999,Health Care,Health Care Equipment & Services,0.0840336134453783,0.10504201680672276,3.0034221683827975,1.1439605537797588,0.009700266715100436
ISRG US,16/Apr/2010,22/Jul/2010,30/Jun/2010,16/Apr/2010,15106.7421,132.7004727,Health Care,Health Care Equipment & Services,0.06486486486486487,0.09153153153153148,2.821970328388064,1.0137296102208384,0.01525006532036832
ISRG US,22/Jul/2010,20/Oct/2010,30/Sep/2010,22/Jul/2010,12380.4041,134.6368071,Health Care,Health Care Equipment & Services,0.010685103708359511,0.034569453174104314,1.5786160130498674,0.9023288384843334,0.020386712876504044
ISRG US,20/Oct/2010,21/Jan/2011,31/Dec/2010,20/Oct/2010,10980.9219,130.7783381,Health Care,Health Care Equipment & Services,-0.010956470239857796,0.0005922416345869319,1.1414446644205947,0.8771984988335529,0.02037792014325363
IT US,09/Feb/2010,05/May/2010,31/Mar/2010,09/Feb/2010,2185.4699,8.537428056,Technology,Software & Computer Services,0.030612244897959107,0.030612244897959107,1.83978397839784,1.0303326810176123,0.021800342497676213
IT US,05/May/2010,10/Aug/2010,30/Jun/2010,05/May/2010,2341.5267,7.801497261000001,Technology,Software & Computer Services,0.028462998102466885,0.06736242884250476,1.6900452488687783,1.0892458723784024,0.014350678804987305
IT US,10/Aug/2010,04/Nov/2010,30/Sep/2010,10/Aug/2010,2458.532,11.24133203,Technology,Software & Computer Services,0.02874049027895187,0.053254437869822535,1.4283154121863801,1.180677540777917,0.016883029771800017
IT US,04/Nov/2010,08/Feb/2011,31/Dec/2010,04/Nov/2010,3033.7046,13.01015636,Technology,Software & Computer Services,0.011591962905718844,0.030139103554868818,1.5599582898852973,1.0491310160427807,0.011245629331724079
ITC US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,2796.5708,8.807831899,Utilities,Electricity,0.004158004158004047,0.021829521829521692,1.298698394953286,1.016287906736516,0.008398633117688703
ITC US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,2903.1349,11.13341035,Utilities,Electricity,0.014619883040935644,0.030214424951267027,1.1632601161109375,1.0545610133919647,0.011183780084355062
ITC US,28/Oct/2010,23/Feb/2011,31/Dec/2010,28/Oct/2010,3093.8223,11.67762724,Utilities,Electricity,-0.027027027027027084,-0.012612612612612817,1.4445486318301934,0.9833857279272127,0.009035132438380182
ITG US,03/Feb/2010,29/Apr/2010,31/Mar/2010,03/Feb/2010,821.842,4.810214647,Financial Services,Financial Services,-0.032432432432432434,-0.0864864864864866,0.8672525439407955,0.9541333333333334,0.01740394102377913
ITG US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,765.9478,7.450127402000001,Financial Services,Financial Services,0.0034176349965824304,-0.004784688995215336,0.7582061584643928,1.0187260621783953,0.021962312249562556
ITG US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,683.2717,8.398784189,Financial Services,Financial Services,-0.01774744027303754,-0.03344709897610931,0.770469994264923,0.9105668735013636,0.018767725580733207
ITG US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,608.3727,3.349374355,Financial Services,Financial Services,-0.037404580152671896,-0.07938931297709928,0.6805730095176862,0.9700264093957329,0.014210108160221904
ITGR US,29/Jul/2010,25/Feb/2014,30/Sep/2010,29/Jul/2010,530.9281,3.17950781,Industrial Goods & Services,Electronic & Electrical Equipment,-0.005892751915144379,0.005303476723629963,1.0208679226524828,1.0155574383545636,0.01711324962942335
ITMN US,18/Feb/2010,30/Apr/2010,31/Mar/2010,18/Feb/2010,859.6983,11.64321846,Health Care,Pharmaceuticals & Biotechnology,-0.0652173913043479,0.005434782608695565,0.8822100789313905,1.069511355815554,0.036672944822275615
ITMN US,30/Apr/2010,28/Jul/2010,30/Jun/2010,30/Apr/2010,2488.8452,57.00243026,Health Care,Pharmaceuticals & Biotechnology,-0.013707165109034136,0.08411214953271018,3.384206529992407,0.9537805698900605,0.02410497595659903
ITMN US,28/Jul/2010,29/Oct/2010,30/Sep/2010,28/Jul/2010,586.8435,10.14847968,Health Care,Pharmaceuticals & Biotechnology,0.21146245059288526,0.18247694334650855,0.6403846153846154,0.956956956956957,0.037069502502241614
ITMN US,29/Oct/2010,17/Feb/2011,31/Dec/2010,29/Oct/2010,812.946,13.04300931,Health Care,Pharmaceuticals & Biotechnology,-0.16454802259887003,-0.21115819209039544,1.0456333595594018,0.9902182091798345,0.030097948863850147
ITRI US,18/Feb/2010,29/Apr/2010,31/Mar/2010,18/Feb/2010,2505.7562,20.67482563,Industrial Goods & Services,Electronic & Electrical Equipment,0.0033112582781456013,0.029139072847682135,1.5085397096498718,0.9523068213982453,0.019710691176129738
ITRI US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,3051.4339,23.603919100000002,Industrial Goods & Services,Electronic & Electrical Equipment,0.040462427745664664,0.05780346820809257,1.602180418982471,1.0827218145430286,0.012414544096765014
ITRI US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,2332.6856,25.47755585,Industrial Goods & Services,Electronic & Electrical Equipment,0.06328059950041642,0.08298640022203707,1.246693502012651,0.9664821648216481,0.024632873478531582
ITRI US,28/Oct/2010,17/Feb/2011,31/Dec/2010,28/Oct/2010,2542.0038,18.69656064,Industrial Goods & Services,Electronic & Electrical Equipment,0.06708385481852308,0.08060075093867325,0.9721852098600933,1.042487579235909,0.014817051923531497
ITT US,30/Apr/2010,30/Jul/2010,30/Jun/2010,30/Apr/2010,10163.7527,10.85601815,Industrial Goods & Services,General Industrials,0.01683861022174793,0.03676034625874536,1.3045702029368091,1.0342418110534968,0.009315586888012135
ITT US,30/Jul/2010,29/Oct/2010,30/Sep/2010,30/Jul/2010,8646.52,7.979793813,Industrial Goods & Services,General Industrials,0.00011281588447675794,0.0006768953068592154,0.9382367743902006,1.0529624201030539,0.01695757451081481
ITT US,29/Oct/2010,03/Feb/2011,31/Dec/2010,29/Oct/2010,8654.6457,6.496679899,Industrial Goods & Services,General Industrials,0.0006684491978610207,0.022393048128342086,0.9380411983004356,1.0061779714465915,0.011977264340564736
ITW US,27/Jan/2010,20/Apr/2010,31/Mar/2010,27/Jan/2010,22035.0311,91.51818913,Industrial Goods & Services,Industrial Engineering,0.007168458781362075,0.02508960573476693,1.4556172607879927,0.9231237207479854,0.012986803074061583
ITW US,20/Apr/2010,20/Jul/2010,30/Jun/2010,20/Apr/2010,25477.1091,121.58428570000001,Industrial Goods & Services,Industrial Engineering,0.009813874788494159,0.09441624365482237,1.4621913668352802,1.08169448905803,0.009904935177707212
ITW US,20/Jul/2010,19/Oct/2010,30/Sep/2010,20/Jul/2010,21481.2331,146.7663316,Industrial Goods & Services,Industrial Engineering,-0.0014929829799940064,0.010749477455957113,1.1689754815026108,0.9357136794754822,0.01828818525260751
ITW US,19/Oct/2010,31/Jan/2011,31/Dec/2010,19/Oct/2010,23403.1906,145.8024344,Industrial Goods & Services,Industrial Engineering,0.0005720823798627261,0.019736842105263053,0.997097960582779,0.998702429971283,0.011439377983398906
IVC US,04/Feb/2010,22/Apr/2010,31/Mar/2010,04/Feb/2010,833.7946,3.127388143,Health Care,Health Care Equipment & Services,0.04069767441860472,0.04651162790697683,1.2732467532467533,1.026111791105671,0.021033590069406912
IVC US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,872.4808,5.896172908,Health Care,Health Care Equipment & Services,0.011123470522803158,0.018909899888765125,1.759441922528486,0.9758315457624346,0.017727602725675456
IVC US,22/Jul/2010,28/Oct/2010,30/Sep/2010,22/Jul/2010,760.3974,4.069897195,Health Care,Health Care Equipment & Services,0.03356794802382246,0.014076881429345045,1.159648914078048,1.0679093236582056,0.016875105952636832
IVC US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,887.3874,3.292058923,Health Care,Health Care Equipment & Services,0.029518384256861818,0.06317969963749337,1.1614075891876052,1.053936216344069,0.014774190924789796
IVZ US,28/Jan/2010,28/Apr/2010,31/Mar/2010,28/Jan/2010,8665.6074,50.8073909,Financial Services,Financial Services,-0.014925373134328401,-0.02985074626865669,2.031003420752566,0.8657133713977734,0.02437661766394411
IVZ US,28/Apr/2010,27/Jul/2010,30/Jun/2010,28/Apr/2010,9328.544,73.96750888,Financial Services,Financial Services,0.011127596439169274,0.041543026706231556,1.463166378396979,1.0256288062583552,0.01935703322954643
IVZ US,27/Jul/2010,25/Oct/2010,30/Sep/2010,27/Jul/2010,8490.0266,60.03010042,Financial Services,Financial Services,0.012546125461254443,0.06420664206642068,0.9691208065943016,1.0871489842640623,0.029642739580551743
IVZ US,25/Oct/2010,27/Jan/2011,31/Dec/2010,25/Oct/2010,10350.3767,67.41754046,Financial Services,Financial Services,0.005031446540880502,0.044654088050314344,1.0326746076389102,1.0264630708175957,0.0181390296066633
JACK US,18/Feb/2010,13/May/2010,31/Mar/2010,18/Feb/2010,1243.2277,9.298743061,Travel & Leisure,Travel & Leisure,-0.014354066985645786,-0.044019138755980736,1.0130616509926855,0.9886539453326457,0.013339515131479766
JACK US,13/May/2010,05/Aug/2010,30/Jun/2010,13/May/2010,1289.3605,14.28743222,Travel & Leisure,Travel & Leisure,-0.0071736011477759876,-0.0009564801530367317,1.0917670701157125,0.893559706667227,0.02326902153157584
JACK US,05/Aug/2010,23/Nov/2010,30/Sep/2010,05/Aug/2010,1136.5451,8.609211791,Travel & Leisure,Travel & Leisure,-0.05482775351770974,-0.07569141193595341,0.8790656184445274,1.0088595738037622,0.017720788990061506
JACK US,23/Nov/2010,24/Feb/2011,31/Dec/2010,23/Nov/2010,1243.5077,9.413071216,Travel & Leisure,Travel & Leisure,-0.11908396946564892,-0.15521628498727746,1.2211735809696849,0.8682399077913548,0.018999910746217936
JAH US,30/Apr/2010,04/Aug/2010,30/Jun/2010,30/Apr/2010,3002.8176,18.83642894,Personal & Household Goods,Household Goods & Home Construction,0.003117692907248504,0.014809041309430837,1.7840793333251512,0.9634093488804045,0.014315027547496187
JAH US,04/Aug/2010,29/Oct/2010,30/Sep/2010,04/Aug/2010,2696.9378,18.735087399999998,Personal & Household Goods,Household Goods & Home Construction,0.005965697240865042,0.023117076808351955,1.1043083458368246,1.1223002540937321,0.02466996473152224
JBHT US,28/Jan/2010,15/Apr/2010,31/Mar/2010,28/Jan/2010,4173.9175,28.19683382,Industrial Goods & Services,Industrial Transportation,-0.006849315068493178,0.006849315068493178,1.5085420841683366,0.9358861526709952,0.01420872787549924
JBHT US,15/Apr/2010,16/Jul/2010,30/Jun/2010,15/Apr/2010,4715.5832,40.10010057,Industrial Goods & Services,Industrial Transportation,0.030065359477124076,0.05947712418300655,1.3149453278714962,1.056037628243259,0.01253198010760402
JBHT US,16/Jul/2010,15/Oct/2010,30/Sep/2010,16/Jul/2010,4428.4955,51.30728217,Industrial Goods & Services,Industrial Transportation,0.04910456383593287,0.07510109763142703,1.3470824206925405,0.9798974471402123,0.019972282078155674
JBHT US,15/Oct/2010,28/Jan/2011,31/Dec/2010,15/Oct/2010,4378.66,55.71070118,Industrial Goods & Services,Industrial Transportation,-0.006707946336429349,0.005675954592363253,1.039116762284697,1.0368126354095348,0.014189005298600895
JBL US,24/Mar/2010,23/Jun/2010,31/Mar/2010,24/Mar/2010,3983.2938,34.78055923,Industrial Goods & Services,Electronic & Electrical Equipment,0.03526970954356834,0.05809128630705396,2.6678175686526413,1.0901730624529722,0.01692972160657955
JBL US,23/Jun/2010,28/Sep/2010,30/Jun/2010,23/Jun/2010,2958.4818,53.41827281,Industrial Goods & Services,Electronic & Electrical Equipment,0.14268798105387792,0.16163410301953807,1.8624350539675392,1.1429669551398316,0.03539948587087488
JBL US,28/Sep/2010,21/Dec/2010,30/Sep/2010,28/Sep/2010,3020.5723,37.059388899999995,Industrial Goods & Services,Electronic & Electrical Equipment,0.0009999999999998899,0.029000000000000137,0.8161280901578795,1.2823853828990022,0.028819410969512647
JBL US,21/Dec/2010,23/Mar/2011,31/Dec/2010,21/Dec/2010,3846.6924,40.99137107,Industrial Goods & Services,Electronic & Electrical Equipment,0.05977757182576471,0.07043558850787779,0.8888545432553389,1.314725494050229,0.023696257543584006
JBLU US,28/Jan/2010,28/Apr/2010,31/Mar/2010,28/Jan/2010,1483.4605,27.25484932,Travel & Leisure,Travel & Leisure,-0.02083333333333337,-0.14583333333333337,0.9822380106571936,0.9240506329113924,0.019904975216189513
JBLU US,28/Apr/2010,22/Jul/2010,30/Jun/2010,28/Apr/2010,1683.2366,36.52932301,Travel & Leisure,Travel & Leisure,-0.1605691056910571,-0.1910569105691058,1.1196754563894522,1.0452898550724639,0.02168467541387188
JBLU US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,1866.3905,27.96270125,Travel & Leisure,Travel & Leisure,0.0020000000000000018,0.10400000000000009,1.2405566600397615,1.0224358974358974,0.025334827127432364
JBLU US,21/Oct/2010,27/Jan/2011,31/Dec/2010,21/Oct/2010,1943.6399,24.759783,Travel & Leisure,Travel & Leisure,-0.017667844522968212,0.010600706713780994,1.0910780669144982,1.1277683134582623,0.027101668818760513
JCG US,10/Mar/2010,28/May/2010,31/Mar/2010,10/Mar/2010,2987.7887,37.57069224,Retail,General Retailers,0.07090909090909081,0.08499999999999996,3.4600000000000004,1.1812926957435628,0.019253573086598093
JCG US,28/May/2010,27/Aug/2010,30/Jun/2010,28/May/2010,2799.6321,61.94285688,Retail,General Retailers,0.034831915755366705,0.04374240583232081,1.7649635036496352,0.9437551695616212,0.03362434239434088
JCG US,27/Aug/2010,23/Nov/2010,30/Sep/2010,27/Aug/2010,2133.5896,48.86520189,Retail,General Retailers,-0.047231900890437606,-0.043747580332946234,1.0469345849222644,0.8697114037545531,0.032434784094437286
JCG US,23/Nov/2010,,31/Dec/2010,23/Nov/2010,2803.9666,77.63501489,Retail,General Retailers,-0.02965747702589816,-0.0413533834586467,0.7166855845629967,1.3934114665821984,0.025415115469639628
JCI US,28/Jan/2010,27/Apr/2010,31/Mar/2010,28/Jan/2010,17154.4241,35.75939281,Industrial Goods & Services,Support Services,0.0071428571428571175,0.03571428571428581,1.7366066838046272,1.0191846522781773,0.009441787813984076
