Ticker,Date,Orig date,Market cap,Volume,Quarter,Supersector,Sector
GCC ID,2010-10-12,2010-10-12,1454.8411,3.70863493888,2011:S1,Food & Beverage,Beverages
IAP LN,2009-05-19,2009-05-19,4228.0883,13.404466770392006,2009:A,Financial Services,Financial Services
KD8 GR,2013-02-20,2013-02-20,8023.0474,14.205671755397779,2013:Q3,Media,Media
KRN GR,2014-04-30,2014-04-30,3004.719,3.4306655248799998,2014:Q1,Industrial Goods & Services,Industrial Engineering
KU2 GR,2014-05-07,2014-05-07,1905.407,4.615792190716666,2014:Q1,Industrial Goods & Services,Industrial Engineering
LBK SM,2014-05-13,2014-05-13,1880.8012,5.74638176174916,2014:Q1,Banks,Banks
LRE LN,2014-05-01,2014-05-01,2120.0064,6.404314800231552,2014:Q1,Insurance,Nonlife Insurance
MEDAA SS,2013-02-19,2013-02-19,3524.8126,8.476749519193573,2012:A,Health Care,Pharmaceuticals & Biotechnology
NEO FP,2010-09-29,2010-09-28,2394.7235,6.75508733611111,2011:S1,Technology,Technology Hardware & Equipment
PMI IM,2013-08-28,2013-08-27,1637.4303,16.239256346012215,2013:S1,Banks,Banks
REC NO,2014-05-09,2014-05-09,1226.1236,16.21424181496196,2014:Q1,Chemicals,Chemicals
REX LN,2009-02-19,2009-02-19,2565.2964,13.463798642518015,2008:A,Industrial Goods & Services,General Industrials
RGU LN,2010-03-22,2010-03-22,1440.0786,3.6252137637429747,2009:A,Industrial Goods & Services,Support Services
SAB LN,2009-05-14,2009-05-14,28205.4223,40.911853286310304,2009:A,Food & Beverage,Beverages
STS IM,2014-05-06,2014-05-06,1978.8818,9.525713741261374,2014:Q1,Industrial Goods & Services,Industrial Transportation
TCH FP,2011-02-28,2011-02-28,1321.4934,9.626012505925287,2010:A,Media,Media
TFI FP,2014-05-01,2014-04-30,3588.4308,7.334280907666667,2014:Q1,Media,Media
TNTE NA,2012-10-29,2012-10-29,5758.2043,29.399442682230013,2012:Q3,Industrial Goods & Services,Industrial Transportation
WIN GR,2014-05-05,2014-05-05,2117.7697,8.559422637422225,2014:Q2,Technology,Software & Computer Services
1343467D LN,2008-08-29,2008-08-29,1464.9085,5.042107132596174,2008:S1,Industrial Goods & Services,Industrial Engineering
ABG/P SM,2014-05-15,2014-05-14,3980.0608,29.81379829944445,2014:Q1,Oil & Gas,Alternative Energy
AFR LN,2011-08-30,2011-08-30,1762.9161,10.451784316131265,2011:S1,Oil & Gas,Oil & Gas Producers
ALM SM,2014-05-12,2014-05-12,2943.18,9.28843945426667,2014:Q1,Health Care,Pharmaceuticals & Biotechnology
APPS SM,2014-05-14,2014-05-14,2780.3407,107.33120662500002,2014:Q1,Industrial Goods & Services,Support Services
CGL LN,2008-08-08,2008-08-08,1708.2906,3.6425233697635497,2008:S1,Insurance,Nonlife Insurance
CNE LN,2010-08-24,2010-08-24,9637.9879,41.38086739854262,2010:S1,Oil & Gas,Oil & Gas Producers
FOE NO,2014-05-07,2014-05-07,2070.8566,3.4149487068572206,2014:Q1,Oil & Gas,"Oil Equipment, Services & Distribution"
GIL GR,2014-03-12,2014-03-12,2399.8164,5.442506346922222,2013:A,Industrial Goods & Services,Industrial Engineering
GTK IM,2011-11-04,2011-11-03,3268.4725,9.440610151866668,2011:Q3,Travel & Leisure,Travel & Leisure
HAV FP,2011-03-09,2011-03-08,2475.5377,5.914334378766668,2010:A,Media,Media
HEMF SS,2014-05-07,2014-05-07,1158.7009,9.645882922759935,2014:Q1,Real Estate,Real Estate Investment & Services
HOME LN,2009-04-29,2009-04-29,3423.4866,21.578666097914216,2009:A,Retail,General Retailers
JAZ SM,2012-02-29,2012-02-29,1404.8599,4.092562464168887,2011:A,Telecommunications,Fixed Line Telecommunications
LG FP,2012-02-17,2012-02-17,13019.5612,41.42896366606667,2011:A,Construction & Materials,Construction & Materials
NUO NA,2008-02-14,2008-02-14,2325.6784,12.544973370944444,2007:A,Food & Beverage,Food Producers
O2C GR,2014-05-27,2014-05-27,1230.5119,4.922161310806668,2014:Q1,Oil & Gas,"Oil Equipment, Services & Distribution"
OTELLO NO,2014-04-30,2014-04-30,1710.2272,4.948332185671895,2014:Q1,Technology,Software & Computer Services
PC IM,2014-05-08,2014-05-07,8039.7104,47.4283428368,2014:Q1,Automobiles & Parts,Automobiles & Parts
PHR PL,2013-05-23,2013-05-23,4169.4168,18.738960919398888,2013:Q1,Telecommunications,Fixed Line Telecommunications
RATOB SS,2014-05-08,2014-05-08,3209.9105,6.657994342929556,2014:Q1,Financial Services,Financial Services
RHK GR,2014-05-14,2014-05-14,4458.6625,9.559848864913343,2014:Q1,Health Care,Health Care Equipment & Services
SGC LN,2010-12-08,2010-12-08,2407.9712,4.558543397112068,2011:S1,Travel & Leisure,Travel & Leisure
UBSN SW,2012-07-31,2012-07-31,40408.6455,91.59458013800818,2012:S1,Banks,Banks
ZOT SM,2014-04-09,2014-04-09,7363.7508,4.983511174518386,2014:Q1,Industrial Goods & Services,Industrial Engineering
1041486D NA,2014-05-07,2014-05-07,54281.4776,210.21021465854443,2014:Q1,Banks,Banks
ALGETA NO,2011-05-12,2011-05-12,1067.2933,3.2250556790841745,2011:Q1,Health Care,Pharmaceuticals & Biotechnology
AXIS SS,2014-04-24,2014-04-24,2208.9441,5.174216578886363,2014:Q1,Technology,Technology Hardware & Equipment
CLS1 GR,2013-11-13,2013-11-13,5311.6676,29.21300086906666,2013:Q3,Retail,Food & Drug Retailers
DEB LN,2010-10-21,2010-10-21,1547.0937,3.6634991054439237,2010:A,Retail,General Retailers
DNORD DC,2014-05-13,2014-05-13,1657.276,5.399220636662299,2014:Q1,Industrial Goods & Services,Industrial Transportation
DXNS LN,2007-06-20,2007-06-20,6234.872,57.75340004639752,2007:A,Retail,General Retailers
ENRO SS,2014-04-24,2014-04-24,811.53,3.123571469154195,2014:Q1,Media,Media
F IM,2011-07-26,2011-07-26,12718.9844,161.88839398466675,2011:S1,Automobiles & Parts,Automobiles & Parts
FGP LN,2010-11-03,2010-11-03,3136.9362,7.981271826209543,2011:S1,Travel & Leisure,Travel & Leisure
GKP LN,2010-09-13,2010-09-13,1323.3493,8.605835098335746,2010:S1,Oil & Gas,Oil & Gas Producers
HDD GR,2014-06-11,2014-06-11,832.0523,3.451551887728889,2014:A,Industrial Goods & Services,Industrial Engineering
IM NA,2010-08-03,2010-08-03,2601.5455,11.944348908177112,2010:S1,Industrial Goods & Services,Support Services
ISYS LN,2008-02-07,2008-02-07,3816.1659,21.036601581625227,2008:Q3,Technology,Software & Computer Services
MI IM,2010-05-13,2010-05-12,1287.8241,5.877227163489019,2010:Q1,Insurance,Nonlife Insurance
NOBN SW,2011-04-28,2011-04-28,2720.6787,21.44320720360944,2011:Q1,Health Care,Health Care Equipment & Services
PLT IM,2013-11-11,2013-11-08,5934.5756,4.22854805542,2013:Q3,Food & Beverage,Food Producers
POH1S FH,2014-02-06,2014-02-06,7321.4167,4.925307500689658,2013:A,Banks,Banks
SCVB SS,2013-04-23,2013-04-23,16214.262,19.359009840057983,2013:Q1,Industrial Goods & Services,Industrial Engineering
TT/ LN,2013-05-10,2013-05-10,5952.9243,10.102550153823083,2013:S1,Travel & Leisure,Travel & Leisure
CRBN NA,2012-08-08,2012-08-08,1124.1166,4.111182221,2012:S1,Food & Beverage,Food Producers
ENRC LN,2008-04-29,2008-04-29,31668.46,62.30294543799076,2007:A,Basic Resources,Mining
GIB GR,2012-05-21,2012-05-21,1669.1403,4.340281492295449,2012:Q1,Real Estate,Real Estate Investment & Services
GWI1 GR,2014-03-14,2014-03-14,2258.2106,4.801147903700002,2014:Q1,Personal & Household Goods,Personal Goods
LMI LN,2010-05-10,2010-05-10,5352.2391,16.051018232080263,2010:S1,Basic Resources,Mining
POG LN,2010-08-26,2010-08-26,2973.2822,16.996530419981628,2010:S1,Basic Resources,Mining
TKA AV,2014-05-08,2014-05-08,4366.4548,6.5966683360345755,2014:Q1,Telecommunications,Fixed Line Telecommunications
VSVS LN,2010-08-04,2010-08-04,1988.5444,4.752924595008785,2010:S1,Industrial Goods & Services,General Industrials
ABG SM,2014-05-15,2014-05-14,3980.0608,3.575280640016667,2014:Q1,Oil & Gas,Alternative Energy
IPR LN,2007-05-10,2007-05-10,13143.9046,100.11059215686971,2007:Q1,Utilities,"Gas, Water & Multiutilities"
LOG LN,2008-03-20,2008-03-20,2728.7692,15.500070260594255,2007:A,Technology,Software & Computer Services
MAB LN,2010-11-23,2010-11-23,2228.5384,3.952307521147139,2010:A,Travel & Leisure,Travel & Leisure
NYR BB,2010-07-29,2010-07-29,1139.1809,5.650179835374201,2010:S1,Basic Resources,Industrial Metals & Mining
RTRKS FH,2011-04-21,2011-04-21,3581.2607,7.6830382626,2011:Q1,Basic Resources,Industrial Metals & Mining
ACA LN,2014-04-24,2014-04-24,1721.6415,4.065395341736064,2014:Q1,Basic Resources,Mining
AU/ LN,2008-01-29,2008-01-29,3833.4183,22.317078780301415,2007:A,Technology,Software & Computer Services
AVN LN,2010-12-01,2010-12-01,955.0673,4.354623455983894,2010:A,Telecommunications,Mobile Telecommunications
BLVN LN,2010-11-09,2010-11-09,833.6146,3.421143473999376,2010:A,Oil & Gas,Oil & Gas Producers
BUL IM,2008-03-12,2008-03-11,3257.4006,15.379382555360005,2007:A,Personal & Household Goods,Personal Goods
BWIN AV,2007-11-15,2007-11-15,1103.6645,4.794245954444444,2007:Q3,Travel & Leisure,Travel & Leisure
CRXL NA,2007-08-14,2007-08-14,1386.3499,7.499307442122224,2007:S1,Health Care,Pharmaceuticals & Biotechnology
DCO DC,2007-09-19,2007-09-19,3708.4535,14.996540810547906,2008:Q1,Food & Beverage,Food Producers
DEZ GR,2014-05-02,2014-05-02,1033.6948,4.584669973044444,2014:Q1,Industrial Goods & Services,Industrial Engineering
DLAR LN,2010-11-23,2010-11-23,872.9139,3.1551566138460596,2011:S1,Industrial Goods & Services,Support Services
DRTY LN,2009-06-24,2009-06-24,953.755,5.837852034683587,2009:A,Retail,General Retailers
GBB FP,2011-03-16,2011-03-16,2732.8259,6.484724738489309,2010:A,Oil & Gas,"Oil Equipment, Services & Distribution"
IBLA SM,2007-08-02,2007-08-02,4528.3654,36.725265414633334,2007:S1,Travel & Leisure,Travel & Leisure
IBR SM,2008-02-20,2008-02-20,26499.6038,69.43358489379999,2007:A,Utilities,Electricity
PFL LN,2011-06-16,2011-06-16,1492.3511,3.443066315649838,2012:Q1,Industrial Goods & Services,Support Services
PPHN SW,2008-05-08,2008-05-08,3921.2569,19.482529061686055,2008:Q1,Oil & Gas,Oil & Gas Producers
PRA GR,2009-10-22,2009-10-22,804.2016,3.3046794426675987,2009:Q3,Retail,General Retailers
PRS SM,2014-05-15,2014-05-14,733.1842,3.3060666268168326,2014:Q1,Media,Media
QCE GR,2008-08-13,2008-08-13,7166.6226,46.993112976530355,2008:Q2,Oil & Gas,Alternative Energy
QMED SS,2007-07-26,2007-07-26,1257.206,3.342274012721495,2007:Q2,Health Care,Health Care Equipment & Services
RHA FP,2008-02-28,2008-02-28,2594.8772,28.957080008,2007:A,Chemicals,Chemicals
RUKN VX,2008-08-05,2008-08-05,23415.79,117.40209653236506,2008:S1,Insurance,Nonlife Insurance
SR NA,2008-02-21,2008-02-21,5342.2156,9.338065620133333,2007:A,Financial Services,Financial Services
SUB NO,2008-04-22,2008-04-22,3943.5158,15.510734579923032,2008:Q1,Oil & Gas,"Oil Equipment, Services & Distribution"
TGM GR,2009-08-11,2009-08-11,1739.2296,4.011836719655556,2009:Q2,Industrial Goods & Services,Industrial Engineering
HIBU LN,2009-05-20,2009-05-20,554.3654,6.708653168570035,2009:A,Media,Media
KEMIRA FH,2014-04-23,2014-04-23,2423.6004,3.5425740386666664,2014:Q1,Chemicals,Chemicals
MMT FP,2010-11-04,2010-11-04,3404.9477,3.6285207779944435,2010:Q3,Media,Media
NEX LN,2010-07-29,2010-07-29,1884.3133,3.3870042273254035,2010:S1,Travel & Leisure,Travel & Leisure
OCE NA,2008-07-03,2008-07-03,891.0204,6.107293254888891,2008:Q2,Technology,Technology Hardware & Equipment
TAA NO,2007-02-01,2007-02-01,2039.7448,20.568336482354226,2006:A,Technology,Technology Hardware & Equipment
ALT GR,2008-03-18,2008-03-18,3203.4567,10.04087199066667,2007:A,Chemicals,Chemicals
BRI PL,2010-02-25,2010-02-24,4876.56,5.7354976412844465,2009:A,Industrial Goods & Services,Industrial Transportation
HRX GR,2008-03-27,2008-03-27,5360.3356,83.53314105866663,2007:A,Financial Services,Financial Services
1572241D SM,2009-11-16,2009-11-16,2291.8232,6.096924258676118,2009:Q3,Real Estate,Real Estate Investment & Services
AGS SM,2007-07-27,2007-07-27,5460.3695,20.38205734316667,2007:Q2,Utilities,"Gas, Water & Multiutilities"
BPI PL,2014-04-24,2014-04-23,3736.0357,4.360421598633334,2014:Q1,Banks,Banks
BTO SM,2009-10-07,2009-10-07,9481.5108,5.310347271366666,2009:Q3,Banks,Banks
CAR SS,2007-02-01,2007-02-01,1571.3584,9.686144223338008,2006:A,Financial Services,Financial Services
CHG LN,2010-06-22,2010-06-22,1632.7087,6.106173273583164,2010:S1,Industrial Goods & Services,Aerospace & Defense
FCAM LN,2007-08-06,2007-08-06,1848.9743,13.197578483264758,2007:S1,Financial Services,Financial Services
FWB IM,2007-08-03,2007-08-03,4092.8325,5.852533886733331,2007:S1,Telecommunications,Fixed Line Telecommunications
HFD LN,2010-11-18,2010-11-18,1448.2797,8.248193401917787,2011:S1,Retail,General Retailers
IFL LN,2008-03-03,2008-03-03,1214.7033,6.356135883983599,2008:S1,Basic Resources,Industrial Metals & Mining
LAIS IR,2007-05-04,2007-05-04,6180.4683,19.652939512771,2007:Q1,Banks,Banks
MGAM LN,2010-07-28,2010-07-28,918.3516,3.0298764888475938,2010:S1,Industrial Goods & Services,Electronic & Electrical Equipment
MTO LN,2010-11-22,2010-11-22,1153.576,3.5752382722932383,2011:S1,Industrial Goods & Services,Support Services
NOS PL,2014-05-07,2014-05-07,3725.3586,3.7084276336944453,2014:Q1,Media,Media
PAS SM,2008-07-31,2008-07-31,2949.7955,3.460332564080618,2008:S1,Banks,Banks
PEABB SS,2014-05-13,2014-05-13,2385.5302,3.601312707611064,2014:Q1,Construction & Materials,Construction & Materials
PFD4 GR,2008-04-03,2008-04-03,1362.1134,7.697075129122222,2007:A,Construction & Materials,Construction & Materials
QED LN,2008-06-05,2008-06-05,943.4194,3.1217229392199917,2008:A,Real Estate,Real Estate Investment & Services
RIA FP,2007-07-30,2007-07-30,1118.4122,3.4212493999715425,2007:S1,Technology,Software & Computer Services
SIA LN,2010-08-26,2010-08-26,2380.6727,3.156319078182467,2010:S1,Oil & Gas,Oil & Gas Producers
SOO1 GR,2008-05-14,2008-05-14,945.9395,7.841446475397871,2008:Q1,Oil & Gas,Alternative Energy
STXEUR NO,2007-05-03,2007-05-03,1954.392,46.05469291944217,2007:Q1,Industrial Goods & Services,Industrial Engineering
CPR IM,2014-03-12,2014-03-12,4780.3184,6.230199102729247,2013:A,Food & Beverage,Beverages
BNP FP,2014-02-13,2014-02-13,100936.76,241.94171478259995,2013:A,Banks,Banks
RF FP,2010-03-22,2010-03-22,3940.4793,4.793758506136715,2009:A,Financial Services,Financial Services
BOKA NA,2010-03-18,2010-03-18,3640.6799,12.821565210827782,2009:A,Construction & Materials,Construction & Materials
GKN LN,2010-02-25,2010-02-25,2578.3268,17.9468046379216,2009:A,Automobiles & Parts,Automobiles & Parts
GLE FP,2014-02-12,2014-02-12,50292.3428,202.5254937512777,2013:A,Banks,Banks
TLW LN,2010-03-10,2010-03-10,16905.5792,60.41773527941447,2009:A,Oil & Gas,Oil & Gas Producers
ROR LN,2010-03-02,2010-03-02,1761.189,3.572198885991999,2009:A,Industrial Goods & Services,Industrial Engineering
CSGN SW,2014-02-06,2014-02-06,48705.5177,111.95878556740674,2013:A,Banks,Banks
STB NO,2014-02-12,2014-02-12,2725.9233,7.603632316639541,2013:A,Insurance,Nonlife Insurance
WPP LN,2010-08-24,2010-08-24,12517.8384,28.686942882378187,2010:S1,Media,Media
REP SM,2014-02-25,2014-02-25,33460.4846,131.24326879166665,2013:A,Oil & Gas,Oil & Gas Producers
HSX LN,2010-03-01,2010-03-01,2017.8806,3.178609564158878,2009:A,Insurance,Nonlife Insurance
GBF GR,2014-02-11,2014-02-11,5479.6431,11.687169854677775,2013:A,Industrial Goods & Services,Support Services
G1A GR,2014-03-07,2014-03-07,9312.0051,15.907696781750008,2013:A,Industrial Goods & Services,Industrial Engineering
FLS DC,2014-02-13,2014-02-13,2702.6895,17.14145750646426,2013:A,Construction & Materials,Construction & Materials
CA FP,2010-02-19,2010-02-19,33415.1376,84.44846675729524,2009:A,Retail,Food & Drug Retailers
MKS LN,2010-05-25,2010-05-25,7417.0407,40.603465482458944,2010:A,Retail,General Retailers
SK FP,2011-03-02,2011-03-01,4931.2196,12.779528986888888,2010:A,Personal & Household Goods,Household Goods & Home Construction
HAS LN,2010-02-25,2010-02-25,2194.5053,4.845279932116958,2010:S1,Industrial Goods & Services,Support Services
ANTO LN,2011-08-23,2011-08-23,19619.9401,35.26567548771104,2011:S1,Basic Resources,Mining
PNN LN,2010-05-25,2010-05-25,2535.2488,5.423136508257519,2010:A,Utilities,"Gas, Water & Multiutilities"
FERG LN,2010-09-27,2010-09-27,6847.1248,22.449740821368977,2010:A,Industrial Goods & Services,Support Services
ORK NO,2014-02-06,2014-02-06,7584.6952,7.279030643631522,2013:A,Food & Beverage,Food Producers
SIK SW,2012-10-31,2012-10-31,5255.8517,6.245491081647741,2012:Q3,Construction & Materials,Construction & Materials
RYA ID,2014-02-03,2014-02-03,12588.8096,16.7881995260057,2014:Q3,Travel & Leisure,Travel & Leisure
TEN IM,2014-02-21,2014-02-20,25911.606,45.45592893822223,2013:A,Basic Resources,Industrial Metals & Mining
DNO NO,2014-02-20,2014-02-20,4015.126,15.345976697171068,2013:A,Oil & Gas,Oil & Gas Producers
LIN GR,2014-03-17,2014-03-17,36347.3648,68.90655673914223,2013:A,Chemicals,Chemicals
HEIA NA,2014-02-12,2014-02-12,37016.1419,43.3062807384,2013:A,Food & Beverage,Beverages
COLR BB,2010-06-29,2010-06-28,7613.0365,8.413736043999998,2010:A,Retail,Food & Drug Retailers
SCAB SS,2014-01-29,2014-01-29,19761.6043,6.255427497223493,2013:A,Basic Resources,Forestry & Paper
SGSN SW,2010-01-15,2010-01-15,10538.6595,17.85630257841782,2009:A,Industrial Goods & Services,Support Services
LDO IM,2014-03-20,2014-03-19,5672.1063,35.89870853069444,2013:A,Industrial Goods & Services,Aerospace & Defense
EDF FP,2010-07-30,2010-07-30,78692.5294,51.80468870400872,2010:S1,Utilities,Electricity
SFER IM,2013-11-15,2013-11-14,5397.5218,7.294792870444444,2013:Q3,Personal & Household Goods,Personal Goods
MHG NO,2014-02-05,2014-02-05,4628.9641,22.919153746017823,2013:A,Food & Beverage,Food Producers
ALFA SS,2014-02-05,2014-02-05,10470.3297,22.022281882496777,2013:A,Industrial Goods & Services,Industrial Engineering
GETIB SS,2014-01-28,2014-01-28,8689.7039,11.99970794840447,2013:A,Health Care,Health Care Equipment & Services
CNP FP,2013-11-07,2013-11-07,11822.6929,4.608826119333335,2013:Q3,Insurance,Life Insurance
NHY NO,2014-02-12,2014-02-12,10026.5199,29.438107185765368,2013:A,Basic Resources,Industrial Metals & Mining
CFR SW,2011-05-19,2011-05-19,35899.7052,59.74281387780211,2011:A,Personal & Household Goods,Personal Goods
OUT1V FH,2014-02-13,2014-02-13,1137.7152,4.493117104512345,2013:A,Basic Resources,Industrial Metals & Mining
SKG ID,2014-02-12,2014-02-12,5923.0181,24.502700474000008,2013:A,Industrial Goods & Services,General Industrials
STM IM,2014-01-28,2014-01-27,7026.036,34.36521487455357,2013:A,Technology,Technology Hardware & Equipment
UBM LN,2011-07-29,2011-07-29,2175.5658,6.119716503364804,2011:S1,Media,Media
ABF LN,2010-04-20,2010-04-20,12337.6932,11.30187731877302,2010:S1,Food & Beverage,Food Producers
HEIO NA,2010-02-23,2010-02-23,9943.3953,8.214474983166665,2009:A,Food & Beverage,Beverages
HNR1 GR,2014-03-11,2014-03-11,10065.1915,11.585528543199999,2013:A,Insurance,Nonlife Insurance
SU FP,2010-02-18,2010-02-18,28447.6994,81.55779678713334,2009:A,Industrial Goods & Services,Electronic & Electrical Equipment
KYG ID,2010-02-23,2010-02-23,5518.4424,6.303848298949998,2009:A,Food & Beverage,Food Producers
SAABB SS,2014-02-13,2014-02-13,2781.3955,4.433354579347668,2013:A,Industrial Goods & Services,Aerospace & Defense
SHBA SS,2014-02-05,2014-02-05,31011.188,39.06574048644438,2013:A,Banks,Banks
DAI GR,2014-02-06,2014-02-06,91606.6755,237.5690326332667,2013:A,Automobiles & Parts,Automobiles & Parts
VIFN SW,2010-03-16,2010-03-16,2468.8209,4.341768868482907,2009:A,Health Care,Pharmaceuticals & Biotechnology
ASSAB SS,2014-02-07,2014-02-07,19207.7562,30.762738455033674,2013:A,Construction & Materials,Construction & Materials
ABBN SW,2014-02-13,2014-02-13,58107.9996,133.6883060406756,2013:A,Industrial Goods & Services,Industrial Engineering
DSY FP,2014-02-06,2014-02-06,13935.626,17.127998669400004,2013:A,Technology,Software & Computer Services
BZU IM,2013-08-02,2013-08-02,2794.2816,6.928131014933335,2013:S1,Construction & Materials,Construction & Materials
ISAT LN,2014-03-06,2014-03-06,5271.3737,6.641420710345093,2013:A,Telecommunications,Mobile Telecommunications
DPW GR,2014-03-12,2014-03-12,42787.1762,98.1842247660122,2013:A,Industrial Goods & Services,Industrial Transportation
SOI FP,2011-01-17,2011-01-17,1086.979,6.558857238234136,2011:Q3,Technology,Technology Hardware & Equipment
ARL GR,2014-02-20,2014-02-20,2433.2479,6.726464647373334,2013:A,Financial Services,Financial Services
CLN SW,2013-10-30,2013-10-30,5866.4706,18.030775646975833,2013:Q3,Chemicals,Chemicals
FME GR,2014-02-25,2014-02-25,21278.4957,35.90912529858999,2013:A,Health Care,Health Care Equipment & Services
BATS LN,2010-02-25,2010-02-25,66309.0487,96.57118118336163,2009:A,Personal & Household Goods,Tobacco
MF FP,2010-03-30,2010-03-30,2980.2929,5.986336514133011,2009:A,Financial Services,Financial Services
EDP PL,2014-02-28,2014-02-27,15536.7705,17.260913998946666,2013:A,Utilities,Electricity
UTDI GR,2014-03-27,2014-03-27,8984.1932,9.665310463155556,2013:A,Technology,Software & Computer Services
CAST SS,2014-01-22,2014-01-22,2810.5065,3.537613735431592,2013:A,Real Estate,Real Estate Investment & Services
NOVOB DC,2014-01-30,2014-01-30,105529.1188,81.58412040249168,2013:A,Health Care,Pharmaceuticals & Biotechnology
IPN FP,2010-03-01,2010-03-01,4254.7146,4.523749024533333,2009:A,Health Care,Pharmaceuticals & Biotechnology
VPK NA,2012-02-29,2012-02-29,7154.4145,7.056671396166666,2011:A,Industrial Goods & Services,Industrial Transportation
FORTUM FH,2014-02-04,2014-02-04,19494.8448,25.594755234661115,2013:A,Utilities,Electricity
BWY LN,2010-03-24,2010-03-24,1367.5787,3.2702037391569565,2010:S1,Personal & Household Goods,Household Goods & Home Construction
TW/ LN,2010-03-03,2010-03-03,1775.3031,8.707855400874541,2009:A,Personal & Household Goods,Household Goods & Home Construction
EOAN GR,2014-03-12,2014-03-12,38377.5562,112.64628285003168,2013:A,Utilities,"Gas, Water & Multiutilities"
SCYR SM,2014-02-28,2014-02-28,2824.2413,38.19894576213398,2013:A,Construction & Materials,Construction & Materials
ANA SM,2014-02-27,2014-02-27,4651.6326,24.866598502388886,2013:A,Construction & Materials,Construction & Materials
BAS GR,2014-02-25,2014-02-25,104634.5335,232.80365536710002,2013:A,Chemicals,Chemicals
STAN LN,2011-03-02,2011-03-02,64707.5389,121.18974719460411,2010:A,Banks,Banks
SSABA SS,2014-02-07,2014-02-07,2503.5941,21.199459914097666,2013:A,Basic Resources,Industrial Metals & Mining
INF LN,2010-03-02,2010-03-02,3141.2117,6.646311726718263,2009:A,Media,Media
HMB SS,2014-01-30,2014-01-30,70312.4372,87.82700823874303,2013:A,Retail,General Retailers
SON PL,2014-03-19,2014-03-19,3607.0272,5.2910922055444445,2013:A,Retail,Food & Drug Retailers
MT IM,2014-03-14,2014-03-13,770.109,3.4037284639222225,2013:A,Oil & Gas,"Oil Equipment, Services & Distribution"
NDA GR,2014-02-13,2014-02-13,2567.3177,9.970575870680005,2014:Q1,Basic Resources,Industrial Metals & Mining
ANDR AV,2014-02-28,2014-02-28,6538.9717,8.010562197600002,2013:A,Industrial Goods & Services,Industrial Engineering
BP/ LN,2014-02-04,2014-02-04,142967.2348,137.4786014372907,2013:A,Oil & Gas,Oil & Gas Producers
SKY LN,2013-01-31,2013-01-31,21017.9051,20.60789926906765,2013:S1,Media,Media
SCMN SW,2014-02-06,2014-02-06,28794.8553,45.988617031270465,2013:A,Telecommunications,Fixed Line Telecommunications
RCO FP,2010-06-09,2010-06-09,2526.1484,3.565945471722221,2010:A,Food & Beverage,Beverages
WDH DC,2010-03-11,2010-03-11,4310.8111,4.7220499727536085,2009:A,Health Care,Health Care Equipment & Services
RNO FP,2010-02-11,2010-02-11,12081.8461,99.15124176466665,2009:A,Automobiles & Parts,Automobiles & Parts
DTE GR,2014-03-06,2014-03-06,72823.6737,156.48402248325,2013:A,Telecommunications,Mobile Telecommunications
INVEB SS,2014-02-04,2014-02-04,24168.225,23.83211078558313,2013:Q3,Financial Services,Financial Services
VK FP,2014-02-27,2014-02-26,6688.1403,27.011993028791814,2013:A,Industrial Goods & Services,Industrial Engineering
UHR SW,2010-02-09,2010-02-09,14390.6628,44.86958625037565,2009:A,Personal & Household Goods,Personal Goods
NOVN SW,2014-01-29,2014-01-29,215732.9708,269.42872771861767,2013:A,Health Care,Pharmaceuticals & Biotechnology
GBLB BB,2013-04-04,2013-04-03,12551.953,7.4145818682666675,2012:A,Financial Services,Financial Services
SMIN LN,2010-03-24,2010-03-24,6718.082,10.312721685958714,2010:S1,Industrial Goods & Services,General Industrials
GN DC,2014-02-14,2014-02-14,4326.5453,11.380299925358594,2013:A,Health Care,Health Care Equipment & Services
SIE GR,2014-01-28,2014-01-28,118926.5776,224.7493810474001,2014:Q1,Industrial Goods & Services,General Industrials
PSG SM,2014-02-28,2014-02-28,3630.0555,8.822187794544442,2013:A,Industrial Goods & Services,Support Services
JYSK DC,2014-02-25,2014-02-25,4457.0524,7.77983064456525,2013:A,Banks,Banks
CAP FP,2010-02-18,2010-02-18,7041.0796,40.52536209455557,2009:A,Technology,Software & Computer Services
AGS BB,2014-02-19,2014-02-19,10323.0469,14.810691454366667,2013:A,Insurance,Life Insurance
EZJ LN,2010-11-16,2010-11-16,3062.7686,10.871753476850879,2010:A,Travel & Leisure,Travel & Leisure
SHP LN,2014-02-13,2014-02-13,30742.7002,58.11677007950996,2013:A,Health Care,Pharmaceuticals & Biotechnology
CNA LN,2010-02-25,2010-02-25,21719.3371,49.4380714193985,2009:A,Utilities,"Gas, Water & Multiutilities"
TNET BB,2013-07-31,2013-07-30,5483.4401,3.1729153651999984,2013:S1,Media,Media
BRE IM,2014-03-06,2014-03-06,2268.5614,3.0431368106999996,2013:A,Automobiles & Parts,Automobiles & Parts
PSM GR,2014-02-27,2014-02-27,10229.7557,35.174947008177774,2013:A,Media,Media
FRA GR,2014-03-07,2014-03-07,7217.0051,4.537791845688889,2013:A,Industrial Goods & Services,Industrial Transportation
IRE IM,2014-03-28,2014-03-27,2249.0124,3.0443074868988877,2013:A,Utilities,"Gas, Water & Multiutilities"
LUX IM,2013-03-01,2013-02-28,22043.1241,23.324131638400004,2012:A,Personal & Household Goods,Personal Goods
NK FP,2014-02-14,2014-02-13,6663.6804,6.653375505833333,2013:A,Basic Resources,Mining
